,tweet,label
7229,"@user 
You speak colored too?
I thinks I be in love",0
7230,@user @user @user Lamashtu has some great orgies but is a total bitch. lol : P,0
7231,@user keep in shape for the ski slopes,0
7232,@user @user cheers dude might nip to town for #TheEditors #Vinyl ;-) #MusicMatters,0
7233,@user That's where birds came from.,0
7234,@user Fingers crossed for you. If not? Chug chug chug lol,0
7235,@user @user @user @user go back to lego club faggot,1
7236,"@user @user @user @user i bet you are, faggot.",0
7237,@user @user @user @user yeah ok nigger.,1
7238,@user shut up faggot,0
7239,@user Don't my nigga me honkie,1
7240,@user @user right because as far as im concerned I ain't no bitch tf.,0
7241,@user @user YOOOOOOOOOOOOOO LMFAOOOOOOOO im schlumped !!!!!! &#128514;&#128553;&#128514;&#128553;&#128128; I love my bitches &#128111;&#128111;&#128109; #squaaaaad &#128514;&#128553;&#128514;&#128128;,0
7242,@user you a Oreo cookie now.,0
7243,@user @user @user Don't get me wrong G.. I'd hunt birds but that's a lot of work &amp;.. well I just ain't that hungry,0
7244,@user @user @user I don't hunt birds unless you count shooting dove out of season off my power line with a bb gun,0
7245,@user @user Like I said.. I might have to check but I'm just not sure bird shot counts as getting shot.,0
7246,@user these hoes gay thats why,0
7247,@user I forgot you're the same bull that said Yeezus was good and that J.Cole is trash http://t.co/KkuZV5pdDr,0
7248,@user @user it's not colored in... dumb dick,0
7249,@user Equality niggah,0
7250,@user bitches are gonna make it rain on me,0
7251,@user you sub tweeting me nig?,0
7252,@user cause you got you wife on the left an bitches on the right nigga man logic #puss,0
7253,@user @user Even that bitch has to admit something isn't right with our #SoCalledLeader.,0
7254,@user I guess you used to getting bitch cause idk anybody that Juss let ppl disrespect them n just sit there. Thts how all this,0
7255,@user @user You guys don't get evolution do you? You only share a common ancestor with apes.,0
7256,@user @user @user @user Lmao nigga yo avi so trash my phone won't even load that shit,0
7257,@user @user @user @user apes,0
7259,@user Patrick you ain't nottin but a hood Nigga top bitch nigga,0
7260,@user sweetest bitch you'll ever meet,0
7261,@user y'all got the Taxis right now? And can I get the Oreo 5's right now if possible?,0
7262,@user ugly emo trash go cut,1
7263,"@user slay his ass alex, lil bitch needs to tighten the fuck and needs to stop acting like grown",0
7264,@user wake up you little bitch and follow me,0
7265,@user that would be a joint then retard,0
7266,@user Some random ass bitch who showed up and just left an hour later,0
7267,@user We were supposed to work together today bitch,0
7268,@user these hoe ass niggas ain't get nobody in free agency.,0
7269,@user I am funny bitch,0
7270,"@user bro , i heard slaughter songs .. they all trash .. they just freestylers",0
7271,@user @user Greta... You let a fag do this to me I thought we were cool,0
7272,@user haha not you. Just getting shit from everyone else when my second favorite team is the redlegs.....,0
7273,@user time to dump another diet coke in the trash,0
7274,"@user I recall you telling one of the Apollo teachers you hoped her baby came out retarded , and it did ... #AssholeOfTheYear lol &#128514;",0
7275,"@user 
I miss you too faggot &#128557;&#128522; http://t.co/vKYJGRIIFf",0
7276,@user That's you faggot you eat shit for fun &#128514;&#128514;,0
7277,@user it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you &#128528;&#128076;&#128079;,1
7278,@user you don't know where I llive you stupid cunt &#128014;,0
7279,@user you're failing at that and you don't know where I live faggot,0
7280,"@user Oh, yeah, the HPV shot swells like a bitch. Put some ice on it for a bit if you want, it'll go down eventually.",0
7281,@user Mmmm sure dont seem like it.. lmfao but yess ill be that bitch:)) now are you done?,0
7282,"@user yeah I'm down I'm starting to promote for belasco Thursday , so u better go bitch",0
7283,"@user @user So they could complain about racial profiling I'm sure, bloody twats",0
7284,@user Ur still secretly lookng at Tommy Lee's cock! Jesus Christ 4getaboutit! That's a ghetto dream!,0
7285,"@user funny, I thought @user #tbt 90s photo this week would have you hanging me over a trash can by my ankles",0
7286,"@user Thanks 'Walking Dead' Bro Steve For Mend..USMC ""Come on you son-n-bitches you want to live forever""! DoG",0
7287,@user @user @user That cracker as big as he looks on TV?,0
7288,@user that's what the little egotistical bitch deserves his head is huge for someone who gets KO'd when the wind blows,0
7289,@user lmao not even bro if a girl a thottie keep it simple call her a hoe,0
7290,@user @user @user Soft shit? Are you handicapped or retarded?,1
7291,@user hoe ass nigga lmao,0
7292,@user niqqa that's every white person just because some might seem down to earth don't mean there not gonna use nigger against us,0
7293,@user ling ling krunkchip,0
7294,@user you make me feel all warm and fuzzy inside &#128522; #youCANsitwithus,0
7295,@user #NudesAreMyLife omfg that's mine faggot,0
7296,@user lol @ you being a cunt,0
7298,@user haha same here bitch is trippin #brokeass,0
7299,@user @user if you want a hoe go on urban chat. That's where all the hoes are. And Mia can get punched in the boob.,0
7300,@user you didn't even pass ESL yet you bitch lmao,0
7301,@user @user I figured I was just shocked out hoe old that tweet was lol,0
7302,@user and getting pedicures bitching bout their ex and going tanning is something a bitch does,0
7303,"@user Straight AF. Except math is a bitch. Hows the dealership, lol",0
7304,"@user Only rich white liberals know what's best for black people. If they don't see that, they're obviously Uncle Toms.",1
7305,@user Lol. Have fun! &#128516; I haven't been to a race since HS (Charlotte). Crazy redneck times. Lol.,0
7306,@user thanks Hun. &lt;3 I'm so crushed. I love working out. It'll be 2months gone by the time I go back. :/,0
7307,@user main bae gonn think sumn up wit the pussy,0
7308,@user okay cool then I'm not the only one &#128520; mine is black and fuzzy and it has PINK on the back in all sparkles &#128081; hallelujah,0
7309,"@user Are you working on route running and catching. You'll be a good WR for Grier. Have fun with the white trash, racist UF fans. #FSU",1
7310,@user you's a nasty lil bitch,0
7311,@user i tell it how it is if yu ain uh bitch or uh hoe i call yu by yo name,0
7312,@user ya dude get the pussies drunk!,0
7313,@user bitch go play dead,0
7314,@user my real lil bro even tho cuh a bitch lmao,0
7315,@user slid bitch,0
7316,@user wyo bitch,0
7317,@user @user you're are only a hoe when you fuck him and think you're pregnant ... Not when you party together &#128524;,0
7318,@user. Find one where be beat Nathan Moons head into the ice too. Ol Andrew is straight trash as far as hockey.,0
7319,@user pussy heels!! Haha,0
7320,@user onlife yal niggas funny man lol Lonnie was suppose to get out of that bitch after he was up a band smh,0
7321,@user @user @user what she means is shes a fat bitch,0
7322,@user those hoes aint loyal,0
7323,@user @user follow the system and you'll practically be swimming in pussy,0
7324,@user you're just a pussy.,0
7325,@user Hey it works. Most people hate me for it but as long as I'm still happy they can bitch all they want &#128514;&#128077;,0
7326,"@user 
a beam of light descended from the heavens 
a loud voice said fuck her right in the pussy 
many lives were changed that day",0
7327,@user if you ain't with someone you can still sleep around be a hoe and not the cheatin,0
7328,@user must have run out of brownies,0
7329,"@user we should change that to bitch about everything.
For example my girlfriend don't like the crew I hang with she BAE",0
7330,@user it's yo fault taking a nig out everyday,0
7331,"@user practically anything that&#8217;s colored red often contain red pigments extracted from the female coccus costa, or cochineal insect.",0
7332,@user just like a Velcro headed moon cricket to say fucking jungle bunny,0
7333,@user night jigaboo http://t.co/vxKCG4yGXF,0
7334,@user Great GIF. Got a source URL for @user?,0
7335,@user @user @user put your tits away you ginger. Arnt u like 7? Isn't it past you bed time? Fuck off bitch.,0
7336,"@user .we got 1, except eric holder gave them 2 the beaners 2 kill americans! guess he is race blind!",1
7337,@user So six martinis before passing out on the couch after watching Euro-trash into the wee hours. Got it.,0
7339,@user superman dat hoe no watch me uuuuuuuuuu&#128514;,0
7340,"@user .....I think its about #Whites trying to be the most #Blackish ......what we in Socal call ""wiggers"". #liberals #democrats",0
7341,@user @user bitch please I'm a stud,0
7343,@user I didn't tag you negro lol,0
7344,"@user starve, bitch",0
7345,@user Got me blushin like Drake bitch az. Lol,0
7346,"@user ""s/o the fat bitches who ride dick with a t-shirt on"" &#128514;&#128514;&#128514;",0
7347,@user I'd give that hoe the finger everyday at work until I get fired for it.,0
7349,@user @user you watching this trash?,0
7350,@user the redskins are doing pretty good this year &#128514;&#128514;,0
7351,@user trash of the cowboys beat the redskins twice last year &#128517;,0
7352,@user @user @user @user no you threatened us bitch?! Don't try to make it what it's not &#9786;&#65039;,0
7353,"@user nah, they let French Montana spit trash at will",0
7354,@user porn stars are 100% acceptable bro. Im was talking about these air mattress hoes....lol,0
7355,@user yes!!! I love the hair on her pussy...lol,0
7356,@user At least 3. Late tho. Cuz adrenaline and emotion gonna carry them bitches until halftime.,0
7357,@user best O-Lineman is a rookie. It's him and a bunch of retards I wouldn't trust with a potato gun.,0
7358,"@user zactly. After Joique pounds that bitch, bring in reggie for the GAPING holes that will inevitably appear.",0
7359,"@user ""I'm gonna nip you right in the bud!""",0
7360,"@user ""We just gotta have a red headed Afrotino-Asian albino autistic Branch Davidian hermaphrodite on the Avengers!""",0
7361,@user @user Brah *falls out* white bitches crazy,0
7362,@user He actually good lol don't hoe him. But I mean that's some road to glory shit &gt;Go to Northern Illinois* *Undefeated &amp; Heisman*,0
7363,@user yeah lil nigga I was homecoming king and still been getting bad bitches as u see &#9996;&#65039;,0
7364,@user I'm off whenever I feel like it. I'm off til Monday. And you put in your two weeks flip them the bird mannn,0
7365,@user ain't like I have anything to do bitch boy lol.,0
7366,@user texans d/st won't play the redskins again this year...,0
7367,@user @user *too pretty...not *to pretty. Jeezus...my redneck education is showing.,0
7368,@user @user yea ho,0
7369,"@user @user HAHAHAHAHAHAH hook nose faggot, can't get pussy sucks at hockey #nhl",0
7370,@user #faggot,1
7371,@user cuz ur a sellout bitch fag,0
7372,@user. Sometimes a good hoe fire needs some Rocephin too before it'll go out.....,0
7373,"@user 
Y'all ain't gots no colored folk on da show. I tinks dats be racist and shit #TheToddShow",0
7374,@user fags***,1
7375,@user very wrong lmao this bitch literally tried to swallow someone in this movie,0
7376,@user sexy bitch,0
7377,@user oh yea I forgot u decided to have math a hoe instead of football! My bad!,0
7378,@user yo ugly ass 4 eyes havin ass bitch,0
7379,@user I'm not gone see your baby monkey lil ass anyway funky ass,0
7380,@user your dad is genuine happy guy because his kids aren't niggers though &#128532; jimmy is my nigga 5eva,1
7382,@user that bitch gonna get a rug burn,0
7383,@user you just started a whole other situation you dumb asa cunt,0
7384,@user you're such a darkie.,0
7385,"@user 
He gotta be colored",0
7386,"@user just because some moist bint lobbed a sword at you, you think you're some la-de-da king?",0
7387,@user @user Hell - was lucky to have gravel - dirt roads were a bitch,0
7388,"@user This, this, this. Pack it up and head to NYC, please. Enjoy being called a hick for a few years, come home humbled. #plans",0
7389,@user pussy,0
7390,@user woahh!! Ahha I remember her from Charlie and the Chocolate Factory! Who do you think killed Lucy? I think it was Abby,0
7391,"@user ""There is a special time and place for decaf coffee: never and in the trash."" My family's motto about their java habits. &#9749;&#65039;",0
7392,@user I believe that you fuckin can punk nigga bitch&#128520;&#128170;,1
7393,@user hell yea went from I love you to fuck you and that basic bitch,0
7395,@user wha? me? i'm just waiting for showtime to bring back queer as folk.,0
7396,"@user nigga what u talkn bout?? Tell them hoes get on they DJ UNK shit if they ain't sucking, walk it out",0
7397,@user I know how you feel....I never thought I'd see the Sox win in my lifetime. Hope you can use Ant's Yankees hook up to see a game,0
7399,@user early bird gets the worm tomcat,0
7400,@user your still a little pussy tomcat &#128569;,0
7401,@user &amp; @user had me so high off the monkey nutts yesterday nbs &#128532;&#128532;&#128518;&#128518;&#128526;&#128526;&#128548;&#127809;&#127811;&#127807;&#127807;,0
7402,@user lil b already to puff for the hoes,0
7403,@user dude your fucking gay you made a twitter just to mock me fucking lowlife,0
7404,@user it's fucking real retard holy fuck can you not read my tweets fucktard?,0
7405,@user @user @user I don't look like white trash. I'm not pregnant and 17 gtfo. I have hella gas so say something.,0
7406,@user @user bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line,1
7407,@user @user uh I think his mom loves him you fucking retard. I'm sure your gunna be so successful emilie. We all believe &#128521;,0
7408,@user @user stfu you stupid bitch? Like leave us alone? No one gives a fuck about you. Bruh just block her. We're good.,0
7409,@user I have something that you don't bitch. Always remember that.,0
7410,@user okay bitch. Tomorrow in the principals office. Be there.,0
7411,@user you know. pens for school? to cut all them bitches,0
7412,@user Intended to get pics but didn't have time.. Must be a mud race/event here this weekend.. Is like a redneck convoy out there,0
7413,@user @user yall trash but @user cold,0
7414,@user trash what? http://t.co/IUdvnQCkB4,0
7416,@user that bitch done.. have it to u on Sunday my nigga,1
7417,@user it was the address to her Job... So the jokes on you bitch! Ha!,0
7418,@user No matter how much you bitch and complain... America is in better shape to how Obama found it PERIOD,0
7420,"@user Sorry I missed that, you mean where I live is disgusting or that that muzzies in the UK r disgusting, or both? Have a great Sun.",0
7421,@user lol you can only get in at Eden when you're 18. All the bitches there are fat...,0
7422,@user bitch smd,0
7423,@user hey bitch imy,0
7424,@user I swear I can't do shit right now but I'm down to get into something tonight if u are nig,0
7425,@user well I already got some lol but I'm bout to hop in the shower and eat something real quick then I'll be on my way nig,0
7426,@user clam it,0
7427,@user Saw that there's a 15&#176; slope to the wire? That enough for a zip-line? #businessopportunity,0
7428,@user if somehow u didn't already go I'm down nig,0
7429,"@user @user oh, see cher? see what your particular brand vitriol creates? A boy who thinks it's ok to call a woman a cunt. #libtard",0
7430,@user @user have fun losing tonight bitch,0
7431,@user your talking to every hick in San Antonio I ride with a big 45 in the console,0
7432,"@user As in, ""throw birds with long pointy beaks at you""?",0
7433,"@user CH3BURASHKA sure gets to be a nit-picky Russian monkey/bear thing sometimes, doesn't he?",0
7434,"@user I'm just saying, it's not like you were up against a bird-eating spider or something. Bet @user coulda done it",0
7435,@user nah gurl this pussy private &#128581;,0
7436,@user ima fill ur clam out,0
7437,@user he's just a cunt and nobody likes him. He should choke on shit,0
7438,@user bitch. Again?,0
7439,@user Just learn d dance nuh cuz u know after carnival we like to pick up months old yardie ting LOL,0
7440,@user shutup thirsty hoe,0
7441,@user &#128514; nah lemme chill i love the bitches,0
7442,@user @user fucking faggot,1
7443,@user let's go see the wolverine hoe,0
7444,@user nigor??,0
7445,@user of course bitch. I kinda wanna attempt to play madden tho,0
7446,@user @user @user not in Florida retard,0
7447,@user every1 is so over the bigass bitches!!,0
7448,@user that old cunt needs to sit down,0
7449,"@user 
Fuck her right in the pussy",0
7450,@user nigger,0
7451,@user uhh messi trash . and im flattered but what was the games scorre,0
7452,@user @user bitch wea ur clothes,0
7453,"@user not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america",1
7454,"@user k, niggah do u evem shmoke",0
7455,@user thats right niggah Netherlands!!!,0
7456,@user viva Brazil niggah lol,0
7457,@user honestly the performers on there red carpet were trash hahahaahahahaha,0
7458,@user dam this hoes should be working at Microsoft,0
7459,@user this is my female grand champion Jesse. She heard a bird outside. http://t.co/1OINieeJ9c,0
7460,@user town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?,1
7461,@user this bitch........,0
7462,"@user @user @user aye, I respect ya hustle and all but dont tweet me anymore trash ass videos...thank u kindly",0
7463,@user @user playoffs bitch,0
7464,@user faggot I knew you weren't really my friend.,1
7465,@user I don't care what they is they can catch them hoes,0
7466,@user @user hes a lyin ass bitch lmao http://t.co/1YiMFtRTZw,0
7467,"@user &#128514;&#128514;&#128514;&#128514;&#128514; oh my gosh why are so so cute?!
FA LA LA LA LA LA LA LA LA bitch &#128536;",0
7468,@user @user @user at least I have a boyfriend dumb bitch &#128514;,0
7469,@user @user @user that's all the action you'll probably get bitch,0
7470,@user @user @user good bitch choke,0
7471,@user did I mention you are an ugly cunt? Go back to Iran.,1
7472,@user umm how about they are at home raising kids? You are retarded.,0
7473,@user alot of these bitches themselves aint shit either....birds of a feather flock together,0
7474,"@user bruh we was my fam, nd yeah pussy niggas get no respect.",0
7475,@user @user how is it being colored blind?,0
7476,@user The people who work at those companies tend to be trash.,0
7477,@user like I said drose needs to stop being a pussy lol,0
7478,"@user no, i do not wish to spend $40+ to go to a filthy theatre and watch a fuzzy screen with bad sound. #ANNABELLE",0
7479,@user @user @user you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo,1
7480,@user Yeah I'm trying to. Ain't recorded in about a month. Been spiraling downward Mayne. An empty son of a bitch folk,0
7482,@user I wanted to see that but I like trash sometimes lol,0
7483,@user I still think he is a pussy haha,0
7484,@user bird shit aint no joke,0
7485,@user old raglyscrag. me and that bitch been places.,0
7486,"@user at least it's not antville, because thats for cunts.",0
7487,@user we've used the word cunt almost 3 times. Its beautiful.,0
7488,@user my bitch dont want your ugly ass gtfo ol peyton manning lookin ass,1
7489,@user stfu you dont get any pussy fuck boy,0
7490,"@user @user bitch stfu u livin off our tax money too, we pay shit just like u so don't get that white power shit to head",0
7491,@user @user mmm where the fuck is that at honkey? U need to wake up and realize its 2013 and get off of the skin,0
7492,@user y dont u end us monkeys then? U hate us because were better than crackers &amp; I love it. Deep down u know weve done nothin 2 u,1
7493,@user @user Yankee? &#128530;,0
7494,"@user Good read -&gt; RT @user: Why your cat thinks you're a huge, unpredictable ape http://t.co/nzA3zUwugp http://t.co/P8F8Gmkufy",0
7495,@user @user @user forget that bitch and come get some of this white chocolate,0
7496,@user @user bitch nigga come over here I'm on knodell vandyke n french rd fuck boy den talk dat shit,0
7497,@user @user who is dis crack ass cracker,1
7498,@user @user who tf is chrisis jones. A nigga botta get his ass beat clearly bitch nigga u see real niggas conversatin,0
7499,@user you just a dark ie my nig.. It's ok..,0
7500,@user white boy talmbout Ight I'll see you tomorrow at school nigger,1
7501,@user Perfect stock photography for an article about not letting a leprechaun-looking handyman get into your liquor cabinet,0
7502,@user yeah wtf you aren't a pussy.,0
7503,@user @user keep these hoes on yet toes ! Don't tell them nothing &#128514;,0
7504,@user thanks bitch,0
7505,@user @user yu betta watch cho mouf bout dat one dea hoe,0
7506,@user @user nun of ya bidness bitch,0
7507,@user @user Shantrell bitch we ainn talkn to you C yo ugly way out,0
7508,@user Exactly dem gold diggin hoes came out da woods on my ass,0
7509,@user Heyy hoe &#128075;,0
7510,@user bitch i ainn hiden i go str8 to class my teacher lame af,0
7511,@user bitch i juss askd yu uh question yo ole choppa bullet head ahh,0
7512,@user dat was befo da fact hoe shut yo ass up &#128581;,0
7513,@user dumb ass hoe,0
7514,@user hoe yu came at me first tf,0
7515,@user it didnt open das y i asked cus i thought yu ate wat i had Pork chops yellow rice n beans,0
7516,@user lol Duhh but ima get my neck tomorrow so dont be mad hoe,0
7517,@user yeah right hoe,0
7518,@user @user gabby called her yesterday and we call her a bitch and then cried.,0
7519,@user &#128514;&#128514;&#128514; dat shit crazy a nicca use to wear dat shit fr,0
7520,@user already kno nicca,0
7521,@user lol da nicca was str8 n Friday wit out it but dude str8 Uncle Tom nicca now,0
7522,@user lol la bitch happy bout Beatin our bench players,0
7523,@user lol mane shut dat bitch shit up youn fucc wit me,0
7525,@user start telling all bitches how to live their lives. Can we get advice from gwenyth?,0
7526,@user &#128514; you look like a bitch nigga to me,0
7527,"@user text me, my phone being a cunt whore.",0
7528,@user Alright fag,1
7529,@user 11k now shut up hoe,0
7531,@user I bet I fuck yo bitch tho,0
7532,@user I'm not goin oml I'm finna drop this bitch,0
7533,@user bitch give me my lighter or get shot,0
7534,@user eat pickles hoe,0
7535,@user follow back bitch,0
7536,@user follow me back hoe,0
7537,@user hell naw bitch no help!,0
7538,@user these bitch been sayin they was leaving since 3,0
7539,"@user ew pussy buy a fucking xbone , u got dat Puppy muny",0
7540,@user bitch I asked you a question,0
7541,@user they act like they earned the subs curse has haha bitch you wasn't in #Disfigure,0
7542,@user i made you lunch you fat faggot &#128128;,1
7543,@user &#128557;&#128514; boa I'm trying see if that bitch was going or not . Me &amp; Vick stay agru about he don't get hoes&#128514;,0
7544,@user @user it makes you a nigger fucking a goat.,0
7545,@user @user This is Twitter. Not only are you a fag but you're also retarded.,1
7546,@user lmao bitch know we stand there EVERYDAY &#128514;&#128530;,0
7547,@user bitch don't retweet my question. Psh!! Nasty ass ho.,0
7548,"@user is that I'm ""a twat"" or ""I'm Twat"", like formally?",0
7549,@user uh you're trash. &#128536;,0
7550,@user just watched your video good stuff thought I'd let you in on the new boss boon says old character but will be surprise. It's Argus,0
7551,@user - bitch I'm up for sale every weekend &#128553;&#128557;,0
7552,@user omg her nips &#128567;,0
7553,@user I was taking a picture and that bitch scared me lmao,0
7554,@user bitch shut up men are talking an @user @user,0
7555,@user unpredictable is an excuse for retarded,0
7556,@user haha yuhhh did I hit that hoe or what,0
7557,@user @user No not at all. It's a slippery slope. Just don't want to lose my right to self defense. 1st its background checks then?,0
7558,@user blaxican,0
7559,@user @user me n glo boy will get young chop in that bitch too,0
7560,@user you pissing in my trash can again?,0
7561,@user im not a nigglet &#128532;,0
7562,"@user @user ""all of these rednecks and none of them can keep the fire lit"" &#128514;&#128514;",1
7563,@user @user Because either way that makes you a bitch.,0
7564,@user trash,0
7565,@user @user because hoes disguise themselves as real women,0
7566,@user LMFAO thats dead them hoes gotta pay,0
7567,@user mock draft?,0
7568,@user -the base) and would mean it would hurt like a bitch to have one broken off.,0
7569,@user shit is trash,0
7570,@user @user @user that bitch needs a tittielift,0
7571,"@user @user 
plot twist: you have no penis.
Penny would make that bitch like a balloon. 
Balloons and bitches can all float",0
7572,@user I didn't know that was a fad sounds fucking retarded haha,0
7573,@user wagon burner! Jk jk you did look pretty Latino here,0
7574,@user *mormon hoes ;),0
7575,"@user but but but you said vibe. Which means I have to say bitch, don't kill my vibe.",0
7576,@user hahaha it makes sense hoe ;p,0
7577,@user lets hang fag,0
7578,@user better off banning teabaggers and their anti American supporters,0
7579,@user @user name that hoe (I'm 6'1) on my license tho,0
7580,@user no clue but these bad hoes ain't really bad,0
7581,@user these hoes don't want no help but they want all the help,0
7582,@user what's this chinks email? I'm moving to China and slicing his throat,1
7583,@user raspy ass voice annoying bitch???,0
7584,@user nah Bama fans ain't finna have a nigger running the offense.,0
7585,@user ghetto gold needa be the first music vid!,0
7586,@user nigger mad,0
7587,@user @user @user bruh why it look like a niggah dick slapped the baby &#128514;,0
7588,@user @user like I really want a rafter monkey,0
7589,@user @user are you for real right now!! @user this kid haha where you at pussy,0
7590,"@user I know, bitches. Let's do something this weekend. Let's bake!",0
7591,@user It's not till later hoe! Unless your having a sleepover...#Awk,0
7592,@user message me hoe! I need to plan stuff.,0
7593,@user shut up bitch it looks smooth like a booty,0
7594,"@user @user @user it doesnt matter if it was a joke, the fact still remains that hes a faggot for pretending to be a girl",0
7595,"@user @user bitch I didn't even know you, I was only fucking with real niggas and damn sure wasn't one of them",0
7596,@user @user @user bitch fight me so I can make you shut up am going to back my shit up,0
7598,@user @user bitch stfu and get off my page,0
7599,"@user does ""smdh"" stand for ""suck my dick, hoe""?",0
7600,@user @user Little sissy bitch,0
7601,@user I hear Bill likes trailer trash like you. @user @user @user @user @user,1
7602,@user @user &amp; profeten voor 'm?Niemand weet exacte leeftijden maar v Aicha opeens wel.Again zelfs mn ma weet niet hoe oud z is,0
7603,@user I like how his tattoo on his head forms a mullet. White trash people can be so entertaining sometimes,0
7604,@user I love WHITE NOISE and love Delillo. I&#8217;ve resisted reading HOUSE OF LEAVES for years. It mocks me on my shelf.,0
7605,@user pussy!!!!!,0
7606,@user bro once I'm there next year I'll make you look like straight trash so enjoy it the little time you have left,0
7607,@user @user dyke ron&#128109;&#128111;&#128514;,0
7608,@user you're frumpy bitch,0
7609,@user @user go fuck your self pussy &#128536;,0
7610,@user lucky monkey,0
7611,@user @user bitch boys,0
7612,A .4? Jesus take me now RT @user: @user bitch you go for a .4 and mc Donald's. Fuck out the spot,0
7613,A 50 dollar card make a young nicca go hard .. Throw in a cell phone i can get you left on the yard!,0
7614,A GWB appointee. There goes the ACTIVIST JUDGES slant. Oh wait? It's already been exposed as completely farcical. A GWB appointee.,0
7615,A MESSAGE FOR ALL OF HUMANITY ~ Charlie Chaplin @user @user @user http://t.co/itDIRcNt7y,0
7616,A Nigguh spitting dat crack to your bitch,0
7617,A Yankee win makes any day better.,0
7618,A bad bitch who knows her cars&gt;&gt;&gt;,0
7619,A basic bitch will piss me off every single time.,0
7620,A bf and gf&#128107; are suppose to laugh&#128514; at these hoes&#128111; together&#128145;. A guy should never have these hoes&#128111; laughing&#128514; at his girl&#128134;,0
7621,"A big ass wasp was flying round on my bus, my dike bus driver stops the bus, grabs that bitch by the wings, and throws it out the window &#128591;",0
7622,A bird just flew into my window?????? I hope he's okay &#128563;,0
7623,A bird just smacked right into my car window. My parked car window &#128528; scared the fuck outta me,0
7624,A bitch can't resist a nugga with a fresh cut shit I can hardly resist myself when j get one &#128514;,0
7625,A bitch could never come out of her mouth and speak on shit that she has no idea what she's talking about.,0
7626,A bitch like you need to get fucked right every night,0
7627,A bitch wanna get slick &#128514;&#128079;&#9995;&#128133;,0
7628,A bitch who can't keep a man RT @user: Which one of you air headed bitches made this? http://t.co/aEMkmikoyf,0
7629,A bitch who can't ride dick is useless,0
7630,"A bitch will be quick to get mad if they have to write and essay, but go post 1,000 tweets with ease.",0
7631,"A boyfriend who tells hoes and sluts, ""I have a girlfriend"", is a real ass dude.",0
7632,"A dick has a sad life: His hair is a mess, his family is nuts, his neighbor's an asshole, his bestfriend's a pussy, &amp; his owner beats him.&#128514;&#128514;",0
7633,A down bitch for a real nigga,0
7634,A dude with money can only impress a broke bitch.,0
7635,A dyke who wears strap ons can't brag to me that she beats the pussy better than me because her dildo can't cum and make her stop.,0
7636,A fat bitch &gt; RT @user: A strong black woman &gt; RT @user: Kim&gt;Kourtney&gt;Kendall&gt;Khloe&gt; Kylie,0
7637,A fuck ain't shit to these new age hoes,0
7638,A ghetto girl's best bet is to find work at a call center and try to climb that corporate latter.,0
7639,A girl knows when a niggah just trynna fuck .,0
7640,A girl who getting it in school and work.... I applaud you! Y'all the real bitches! Y'all doing what you do and doing it well!,0
7641,"A girlfriend is almost a bill lowkey. So at this point in my life where I should be gettin outta my moms crib, I'll rather just have hoes.",0
7642,A girlfriend would be cool but pussy is all they got nowadays *,0
7643,"A guy claiming to be Republican called C-Span news and said ""Republicans hate that nigger Obama"" https://t.co/XZe0u7guZM",1
7644,"A guy on True Blood is getting his penis inspected and the doctor told him it look like an eggplant

&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;&#127814;",0
7645,"A hoe gon be a hoe, that ain't a hunnid.",0
7646,A hoe gone be a hoe they ain't &#128175;,0
7647,A hoe gonna be a hoe regardless,0
7648,"A hoe nigga will not be tolerated,",0
7649,"A homeless dog living in a trash pile gets rescued, and then does something amazing! Please share. http://t.co/SzpStdxmn6 via @user",0
7650,A hunned hunneds nicca #LetsGetIt,0
7651,"A knock on the door. ""Who could it be at this hour?!"" I shuffle down the hall. ""Who is it?"" I ask. It's a bad bitch and a burrito. The end.",0
7652,A lady approached me asking me if I was religious and when I said no she scolded me on how I'm going to hell. See you there crazy bitch &#128520;,0
7653,"A light, tender yellow butter cake with a classic boiled icing, traditionally made from burnt sugar http://t.co/XPQKTlTNkH",0
7654,A lot of I fucked up call me back this bitch is tripping .. Lol,0
7655,A lot of bitches eat ass nowadays &#128567;,0
7656,A lot of cool bitches that a nigga went to school with was major hoes ... And they man don't know,0
7657,A lot of dumb bitches out here....,0
7658,A lot of you niggas turned these bitches into sketch ass bitches,0
7659,A lotta niccas all talk I jus let em do it,0
7660,A lotta u niccas ain't who u say u is!,0
7661,A man will cheat on his woman.. Fuck 20 different bitches in 1 year.,0
7662,A miserable bitch is on the docket today. Lois 'Misery' Lerner better get grilled. The ordered harassment was undeniable. #breakherdown #war,0
7663,A new way to look for aliens: find their trash &#8594; http://t.co/n9CTH1jrda,0
7664,A nicca ain't do shit all day,0
7665,A nicca ain't perfect but my heart is pure,0
