,Unnamed: 0,id,label,cleaned_tweet,cleaned_emoji_tweet
2461,2461,2462,0,soothing see u to bad bad day #feelingbetter )),soothing see u to bad bad day #feelingbetter ))
2462,2462,2463,0,daily affirmation trust process life! #affirmation #joy #abundance #belief #entrepreneur #trust,daily affirmation trust process life! #affirmation #joy #abundance #belief #entrepreneur #trust
2463,2463,2464,0,word treasured he (psalm ) #vlicobs #xoxo #love #grace #amen…,word treasured he (psalm ) #vlicobs #xoxo #love #grace #amen…
2464,2464,2465,0,fears photius make buck that think that's great #ripoff #goaway #dooodoor,fears photius make buck that think that's great #ripoff #goaway #dooodoor
2465,2465,2466,0,even try actions rest stepped hatred #deflection,even try actions rest stepped hatred #deflection
2466,2466,2467,0,pray orlando #orlando #orlandostrong #bestrong #pray #believe #benice #lostones #upset #scary #prayforflorida,pray orlando #orlando #orlandostrong #bestrong #pray #believe #benice #lostones #upset #scary #prayforflorida
2467,2467,2468,1,fox news anchor tells #laurenduca “stick thigh-high boots” rather politics,fox news anchor tells #laurenduca “stick thigh-high boots” rather politics
2468,2468,2469,0,jim soft amp; gateway unit lighting way like yearsthis proves goose enemy,jim soft amp; gateway unit lighting way like yearsthis proves goose enemy
2469,2469,2470,0,never dreamed success worked ~ estate louder #love #women,never dreamed success worked ~ estate louder #love #women
2470,2470,2471,0,pink barber shop branding #barber #pink #branding #packaging #design #creative #fun,pink barber shop branding #barber #pink #branding #packaging #design #creative #fun
2471,2471,2472,0,love #flagday #semperfi,love #flagday #semperfi
2472,2472,2473,0,#stlislou happy midday you brock! louis - everyone ask would like wish happy midday,#stlislou happy midday you brock! louis - everyone ask would like wish happy midday
2473,2473,2474,0,#emo #americanfootball #minions #kinsella,#emo #americanfootball #minions #kinsella
2474,2474,2475,0,crazy station manager #theotherview #best #talk blow away #comingsoon,crazy station manager #theotherview #best #talk blow away #comingsoon
2475,2475,2476,1,#hispanic #black #asian non-racism white minority serve military power #cnn…,#hispanic #black #asian non-racism white minority serve military power #cnn…
2476,2476,2477,0,daisy❁❀✿✾ #daisy #flower #green #garden #sunny #candy #ribbon…,daisy❁❀✿✾ #daisy #flower #green #garden #sunny #candy #ribbon…
2477,2477,2478,0,fun#am #positive #affirmation,fun#am #positive #affirmation
2478,2478,2479,0,total pay #fun #end #summer #verano #likelike #sex #logroño #rioja #food #gay…,total pay #fun #end #summer #verano #likelike #sex #logroño #rioja #food #gay…
2479,2479,2480,0,#friday #groomer ozzy! #pamper #weekend #spa #nyc #puglife #dogs #dogsofinstagram #joblove #dance,#friday #groomer ozzy! #pamper #weekend #spa #nyc #puglife #dogs #dogsofinstagram #joblove #dance
2480,2480,2481,0,good friendsperfect moments ❤nap ⭐ #penarrubia #napoleoni #babilicious #maina #friends,good friendsperfect moments :red_heart:nap :star: #penarrubia #napoleoni #babilicious #maina #friends
2481,2481,2482,0,thriving #i_am #positive #affirmation,thriving #i_am #positive #affirmation
2482,2482,2483,0,days today learned til marks!😁👙💃🏻🍸🎶☀️ #marbs #marbella,days today learned til marks!:beaming_face_with_smiling_eyes::bikini::woman_dancing_light_skin_tone::cocktail_glass::musical_notes::sun: #marbs #marbella
2483,2483,2484,0,good morning let us drink coffee complications needed whole happy - psalm sunday,good morning let us drink coffee complications needed whole happy - psalm sunday
2484,2484,2485,0,library alexandria one oldest one lost,library alexandria one oldest one lost
2485,2485,2486,0,waiting dark first film #moviegeek #edfilmfest —,waiting dark first film #moviegeek #edfilmfest —
2486,2486,2487,0,bored nina icons isolated white background #a #as,bored nina icons isolated white background #a #as
2487,2487,2488,0,first aid course today let weekend begin #fridayfeeling #weekend,first aid course today let weekend begin #fridayfeeling #weekend
2488,2488,2489,0,lovely old quaint buildings tokyo disappearing name olympics #progress,lovely old quaint buildings tokyo disappearing name olympics #progress
2489,2489,2490,0,father's day father's god bless bringing us world,father's day father's god bless bringing us world
2490,2490,2491,0,everybody wants cat ! 🐱 #cat #kitten #animal #cute #baby #girl #smile #love #pool…,everybody wants cat ! :cat_face: #cat #kitten #animal #cute #baby #girl #smile #love #pool…
2491,2491,2492,0,another wait youth loses life hands liquor contractors punjabwhich mainly dominated,another wait youth loses life hands liquor contractors punjabwhich mainly dominated
2492,2492,2493,0,abandoned was make ! all #missingout! remember #deserve #pampered! #wahm #lovemyjob #perfectlyposh,abandoned was make ! all #missingout! remember #deserve #pampered! #wahm #lovemyjob #perfectlyposh
2493,2493,2494,0,finished video next single big thanks piterpan amp; plenty monkey beautiful shots hometown! premiers soon,finished video next single big thanks piterpan amp; plenty monkey beautiful shots hometown! premiers soon
2494,2494,2495,0,sweat jacket jeans 🌻✌❤😁 #freespirit #hippie #hippy #peace #smile #positivity #sun,sweat jacket jeans :sunflower::victory_hand::red_heart::beaming_face_with_smiling_eyes: #freespirit #hippie #hippy #peace #smile #positivity #sun
2495,2495,2496,0,feeling pretty good past days 😊😌,feeling pretty good past days :smiling_face_with_smiling_eyes::relieved_face:
2496,2496,2497,0,rd armada fast armada going off???? #themonthofblessings #islam #bliss,rd armada fast armada going off???? #themonthofblessings #islam #bliss
2497,2497,2498,0,back studio recording second single coming #newsingle,back studio recording second single coming #newsingle
2498,2498,2499,0,thankful love #thankful #positive,thankful love #thankful #positive
2499,2499,2500,0,every talks at raising #pollution level #bengaluru encouragement cyclists walker authorities,every talks at raising #pollution level #bengaluru encouragement cyclists walker authorities
2500,2500,2501,0,politicians yell jobs actually grow proud today good day,politicians yell jobs actually grow proud today good day
2501,2501,2502,0,#bahrain #youth #protesters #clash #riot #police #armoured #vehicles #البحرين #النويدرات,#bahrain #youth #protesters #clash #riot #police #armoured #vehicles #البحرين #النويدرات
2502,2502,2503,0,sex stories anal finish top,sex stories anal finish top
2503,2503,2504,0,#dwd #wetterwarnung stakes #gewitter #schwandorfchwandorf - #warnung #wetter,#dwd #wetterwarnung stakes #gewitter #schwandorfchwandorf - #warnung #wetter
2504,2504,2505,0,thankful friends #thankful #positive,thankful friends #thankful #positive
2505,2505,2506,0,good dad irreplaceable lives children #fathersday #dad,good dad irreplaceable lives children #fathersday #dad
2506,2506,2507,0,watching girl meets world #tired #loving #bedtime #beautiful,watching girl meets world #tired #loving #bedtime #beautiful
2507,2507,2508,0,life complicated,life complicated
2508,2508,2509,0,happy dog ditch! #dog #dogsoftwitter #happiness #love #life,happy dog ditch! #dog #dogsoftwitter #happiness #love #life
2509,2509,2510,0,funnel cake #carnival #food,funnel cake #carnival #food
2510,2510,2511,0,lovely - broken up via #rnb #love #heabroken #hea #drake #music #studio #worldstar #bil…,lovely - broken up via #rnb #love #heabroken #hea #drake #music #studio #worldstar #bil…
2511,2511,2512,0,ready b-fest!!!! #bfestbuzz #bnmidwest,ready b-fest!!!! #bfestbuzz #bnmidwest
2512,2512,2513,0,boards written aline ready tomorrow summer drinks amp; brand new menu,boards written aline ready tomorrow summer drinks amp; brand new menu
2513,2513,2514,0,congratulations #nashville fan it!! #broughtbacknashville woohoo!! thank could,congratulations #nashville fan it!! #broughtbacknashville woohoo!! thank could
2514,2514,2515,0,another lovely review one lovely patients ) awesome high end week on! #smile #chuffed,another lovely review one lovely patients ) awesome high end week on! #smile #chuffed
2515,2515,2516,0,go people! multiple people shot east flatbush playground via,go people! multiple people shot east flatbush playground via
2516,2516,2517,0,ok #i_am #positive #affirmation,ok #i_am #positive #affirmation
2517,2517,2518,0,appletstag #young #love #free #girl #me #cute #smile #forever #beautiful #life #memories…,appletstag #young #love #free #girl #me #cute #smile #forever #beautiful #life #memories…
2518,2518,2519,0,wonderful photo like spontaneity expressions,wonderful photo like spontaneity expressions
2519,2519,2520,0,smile think ❤ #smile #you #youmakemesmile #thankyou,smile think :red_heart: #smile #you #youmakemesmile #thankyou
2520,2520,2521,0,try make least person every day years u made people happy #kc #ca #yoga,try make least person every day years u made people happy #kc #ca #yoga
2521,2521,2522,0,bihday! 🎂🎈🎈🎈🎉,bihday! :birthday_cake::balloon::balloon::balloon::party_popper:
2522,2522,2523,1,#hispanic amp; … like stopping you? listen #retweet #boricua #miami…,#hispanic amp; … like stopping you? listen #retweet #boricua #miami…
2523,2523,2524,0,@ borrowdale broke rare zimbabwe,@ borrowdale broke rare zimbabwe
2524,2524,2525,0,#bihday rajkuamar sir great success ahead ) (y),#bihday rajkuamar sir great success ahead ) (y)
2525,2525,2526,0,end day gutta,end day gutta
2526,2526,2527,0,midday you! may midday awesome are!,midday you! may midday awesome are!
2527,2527,2528,0,officially month day without seeing #comehome,officially month day without seeing #comehome
2528,2528,2529,0,lovely way spend father's day flaming land #blessedandgrateful,lovely way spend father's day flaming land #blessedandgrateful
2529,2529,2530,0,funny😂😂😂#fanepicness #leagueoflegends #twitch #toplane #adc #gaming #lol #nerd #fun #love …,funny:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:#fanepicness #leagueoflegends #twitch #toplane #adc #gaming #lol #nerd #fun #love …
2530,2530,2531,0,happy work conference right midst leads culture-of-development organizations #work #mindset,happy work conference right midst leads culture-of-development organizations #work #mindset
2531,2531,2532,0,smiling #dog makes ! #dogfriends,smiling #dog makes ! #dogfriends
2532,2532,2533,0,hardly see #mike #mikeperez #classreunion #woodrowwilson…,hardly see #mike #mikeperez #classreunion #woodrowwilson…
2533,2533,2534,0,wait see tuesday night celie! #teamunderstudy #whencynthialeavesiknowwhothenewcelieshouldbe,wait see tuesday night celie! #teamunderstudy #whencynthialeavesiknowwhothenewcelieshouldbe
2534,2534,2535,0,#atherapy #musictherapy heal life? #altwaystoheal #healthy #healing!,#atherapy #musictherapy heal life? #altwaystoheal #healthy #healing!
2535,2535,2536,0,#dogs hanging #cars |,#dogs hanging #cars |
2536,2536,2537,0,friends ignoring,friends ignoring
2537,2537,2538,1,much #hatred #xenophobia #islamophobia #antisemitism #war 'too much' let us hope # get less 🌎🌷,much #hatred #xenophobia #islamophobia #antisemitism #war 'too much' let us hope # get less :globe_showing_Americas::tulip:
2538,2538,2539,0,waiting understatement! #bihdaypresent,waiting understatement! #bihdaypresent
2539,2539,2540,0,happy midday brother man needed mistake like need book good one such,happy midday brother man needed mistake like need book good one such
2540,2540,2541,0,#grateful - #affirmations,#grateful - #affirmations
2541,2541,2542,0,#th #bihday #tapai! many many come! best #cat! 🐾🐾,#th #bihday #tapai! many many come! best #cat! :paw_prints::paw_prints:
2542,2542,2543,0,back home klbvr #rosabohneur #summer #paris #amour #parisjetaime #love #labase…,back home klbvr #rosabohneur #summer #paris #amour #parisjetaime #love #labase…
2543,2543,2544,0,cultural day lit! #fashion#love#fun#instagood#beautiful #selfie @ university begin…,cultural day lit! #fashion#love#fun#instagood#beautiful #selfie @ university begin…
2544,2544,2545,0,left delivered shaking head s #noreadrecipetson #curved,left delivered shaking head s #noreadrecipetson #curved
2545,2545,2546,0,#travelthrusday happy travel style #mcklein #siamod,#travelthrusday happy travel style #mcklein #siamod
2546,2546,2547,0,thankful good huge #thankful #positive,thankful good huge #thankful #positive
2547,2547,2548,0,drunk cubs lions club #yyt #nfld,drunk cubs lions club #yyt #nfld
2548,2548,2549,0,beating pewaukee lake! loving life! ❤️ #boating #pewaukee #pewaukeelake #lovinglife …,beating pewaukee lake! loving life! :red_heart: #boating #pewaukee #pewaukeelake #lovinglife …
2549,2549,2550,0,happy father's day 💕😆#likefatherlikedaughter #goofy #family #daddysgirl #love #fathersday…,happy father's day :two_hearts::grinning_squinting_face:#likefatherlikedaughter #goofy #family #daddysgirl #love #fathersday…
2550,2550,2551,0,cherry blossoms strawberries banquet ain’t good tourist?,cherry blossoms strawberries banquet ain’t good tourist?
2551,2551,2552,0,welcome amp; happy fathers day ! appreciate hard working dad? #welcome …,welcome amp; happy fathers day ! appreciate hard working dad? #welcome …
2552,2552,2553,0,"best friend ""oh cut"" ""he wants caps win"" ""i like anymore"" #warriors #nbafinals","best friend ""oh cut"" ""he wants caps win"" ""i like anymore"" #warriors #nbafinals"
2553,2553,2554,0,#girls dinners #girls #batharsenal tournament #wecanplay,#girls dinners #girls #batharsenal tournament #wecanplay
2554,2554,2555,0,got tickets today looking forward great day! thanks !! #theopen #golffan,got tickets today looking forward great day! thanks !! #theopen #golffan
2555,2555,2556,0,dinner tiiime! ✌🏻️😎✌🏻 #roadtrip #exploring #poland #withthebro #travelling #foodie…,dinner tiiime! :victory_hand_light_skin_tone::smiling_face_with_sunglasses::victory_hand_light_skin_tone: #roadtrip #exploring #poland #withthebro #travelling #foodie…
2556,2556,2557,0,got #alphabounce today! wait wear them!,got #alphabounce today! wait wear them!
2557,2557,2558,0,maybe u stop talking nations leaders happens house daily,maybe u stop talking nations leaders happens house daily
2558,2558,2559,0,alright - turn tomorrow! let us this!!! #compete #goblue,alright - turn tomorrow! let us this!!! #compete #goblue
2559,2559,2560,0,of simpson documentary real to takes strong stomach watch going la times #unbelievable,of simpson documentary real to takes strong stomach watch going la times #unbelievable
2560,2560,2561,0,days till mrs slocombe! 😱💜💋🎩👰🏻💒 #wedding #chichester,days till mrs slocombe! :face_screaming_in_fear::purple_heart::kiss_mark::top_hat::person_with_veil_light_skin_tone::wedding: #wedding #chichester
2561,2561,2562,0,men's footjoy black saddle waved golf shoes soft spikes soft heel inst #footjoy #black,men's footjoy black saddle waved golf shoes soft spikes soft heel inst #footjoy #black
2562,2562,2563,0,wait new trailer 🤑 #gamer,wait new trailer :money-mouth_face: #gamer
2563,2563,2564,0,#coffee keeps team amp; go allen ed thanks damaris!,#coffee keeps team amp; go allen ed thanks damaris!
2564,2564,2565,0,stairs leave tired as sweat shaking head s,stairs leave tired as sweat shaking head s
2565,2565,2566,0,#opi gorilla simulate need adapt environment need tear city material da,#opi gorilla simulate need adapt environment need tear city material da
2566,2566,2567,0,buying anything funny homophonbes resists getting defensive,buying anything funny homophonbes resists getting defensive
2567,2567,2568,1,thick gets tucked video big masses having sex,thick gets tucked video big masses having sex
2568,2568,2569,0,always #withboby,always #withboby
2569,2569,2570,0,soon upgrade new #wheeliedoubledeck #luggage haul my…,soon upgrade new #wheeliedoubledeck #luggage haul my…
2570,2570,2571,0,two tonight's classes waitlisted already! seeing many new students lately!,two tonight's classes waitlisted already! seeing many new students lately!
2571,2571,2572,0,used abused everything gave #betterlucknexttime,used abused everything gave #betterlucknexttime
2572,2572,2573,0,#bihday minora guide excellent leader generous he amp; fatherly figure us,#bihday minora guide excellent leader generous he amp; fatherly figure us
2573,2573,2574,0,#pet attack bull chase leave lot despite fact strong source food fo,#pet attack bull chase leave lot despite fact strong source food fo
2574,2574,2575,0,looking forward visit tomorrow lots people #boveytracey today,looking forward visit tomorrow lots people #boveytracey today
2575,2575,2576,0,post-secret 🤐 #hughjackman #wolverine #marvel #word #words #qotd #quote #quotes #positive #joy #affirmation,post-secret :zipper-mouth_face: #hughjackman #wolverine #marvel #word #words #qotd #quote #quotes #positive #joy #affirmation
2576,2576,2577,0,#viral scoopwhoopnews -or-old hindu man #gokaldas beaten cop #pakistan eating ruza hrs! …,#viral scoopwhoopnews -or-old hindu man #gokaldas beaten cop #pakistan eating ruza hrs! …
2577,2577,2578,0,love eternity msw! #proverbswife #eternallove,love eternity msw! #proverbswife #eternallove
2578,2578,2579,0,happy feet happy hea! #walk #sunny #magical #beautiful #love #nature #sky #amazing…,happy feet happy hea! #walk #sunny #magical #beautiful #love #nature #sky #amazing…
2579,2579,2580,0,lots strawberries appearing garden morning #homegrown #strawberries,lots strawberries appearing garden morning #homegrown #strawberries
2580,2580,2581,1,sea shepherd suppers racist! #antiracism #seashepherd,sea shepherd suppers racist! #antiracism #seashepherd
2581,2581,2582,0,fathers day -have nice day spy day everyone 💕😊😀💙🌹🎊🎁🍰❤️,fathers day -have nice day spy day everyone :two_hearts::smiling_face_with_smiling_eyes::grinning_face::blue_heart::rose::confetti_ball::wrapped_gift::shortcake::red_heart:
2582,2582,2583,0,#model love u take u time ur📱!!! 😙😎👄👅💦💦💦,#model love u take u time ur:mobile_phone:!!! :kissing_face_with_smiling_eyes::smiling_face_with_sunglasses::mouth::tongue::sweat_droplets::sweat_droplets::sweat_droplets:
2583,2583,2584,0,#nofilter #nomakeup #selfie #anniversary #monday @ village fairfax,#nofilter #nomakeup #selfie #anniversary #monday @ village fairfax
2584,2584,2585,0,surprised understand speech sure suppers either #notsosma #weak,surprised understand speech sure suppers either #notsosma #weak
2585,2585,2586,0,whole year ago today adventure stand ❤️✨🤘🏽 time flies #aladdinrocks,whole year ago today adventure stand :red_heart::sparkles::sign_of_the_horns_medium_skin_tone: time flies #aladdinrocks
2586,2586,2587,0,#repost #honored thick cutting bass on…,#repost #honored thick cutting bass on…
2587,2587,2588,0,#white #daisy #kaye #menner #photography quality prints cards products,#white #daisy #kaye #menner #photography quality prints cards products
2588,2588,2589,0,email getting rooms next #hotelcroatia cava? big wedding anniversary celebrations 🍾,email getting rooms next #hotelcroatia cava? big wedding anniversary celebrations :bottle_with_popping_cork:
2589,2589,2590,0,feel like boss 😝💪🏼💚 #bossmode #health #nutrition #fitness #hiittraining …,feel like boss :squinting_face_with_tongue::flexed_biceps_medium-light_skin_tone::green_heart: #bossmode #health #nutrition #fitness #hiittraining …
2590,2590,2591,0,lovely see brighten morning great work,lovely see brighten morning great work
2591,2591,2592,0,happiness find happiness today! #happiness #love #life #family…,happiness find happiness today! #happiness #love #life #family…
2592,2592,2593,0,amazing decided introduce #apple #carplay high end leaving series buyers high dry #didnotgetthememo #bmw,amazing decided introduce #apple #carplay high end leaving series buyers high dry #didnotgetthememo #bmw
2593,2593,2594,0,new laws complete hurrah 🎉🎉🎉 #chemistry #lancasteruniversity #newlabs,new laws complete hurrah :party_popper::party_popper::party_popper: #chemistry #lancasteruniversity #newlabs
2594,2594,2595,0,supposed alligators #sosad #heabroken,supposed alligators #sosad #heabroken
2595,2595,2596,0,want body love eat 👉🍔🍔🍦🍰🍝👈,want body love eat :backhand_index_pointing_right::hamburger::hamburger::soft_ice_cream::shortcake::spaghetti::backhand_index_pointing_left:
2596,2596,2597,0,relax motto daytime find us #barracklane,relax motto daytime find us #barracklane
2597,2597,2598,0,*win* discount elliptical treadmill,*win* discount elliptical treadmill
2598,2598,2599,0,special delivery mail today! business y'all! #businesscards #vistaprint,special delivery mail today! business y'all! #businesscards #vistaprint
2599,2599,2600,0,welcome g gap get #shop #cool #home #fun,welcome g gap get #shop #cool #home #fun
2600,2600,2601,0,watch mob #islamist #attack #radiohead fan ' #drinking beer'in #turkey #ramadan,watch mob #islamist #attack #radiohead fan ' #drinking beer'in #turkey #ramadan
2601,2601,2602,0,sad piano theme #piano #royaltyfreemusic #stockmusic piano #background #pond #podcast #games,sad piano theme #piano #royaltyfreemusic #stockmusic piano #background #pond #podcast #games
2602,2602,2603,0,blending lovely boutique 😂😂 #monrose #boutique #empire #success #life #creator…,blending lovely boutique :face_with_tears_of_joy::face_with_tears_of_joy: #monrose #boutique #empire #success #life #creator…
2603,2603,2604,0,farewell ceremony today! #happy #mixedemotions,farewell ceremony today! #happy #mixedemotions
2604,2604,2605,0,ツ visit power happy webster #thepowerofhappy #behappy,ツ visit power happy webster #thepowerofhappy #behappy
2605,2605,2606,0,n #healthy doubt kills dreams failure ever must die trying - louismainjr #ff,n #healthy doubt kills dreams failure ever must die trying - louismainjr #ff
2606,2606,2607,1,problems solved talking instead #politics #relationships #new…,problems solved talking instead #politics #relationships #new…
2607,2607,2608,0,hope day special af!!! #bihday #goodvibes 🎈,hope day special af!!! #bihday #goodvibes :balloon:
2608,2608,2609,1,…and even #santa afraid #obama amp; #soros groups threaten public safety amp; proper,…and even #santa afraid #obama amp; #soros groups threaten public safety amp; proper
2609,2609,2610,0,remember jungkook take photo eat namjoon day,remember jungkook take photo eat namjoon day
2610,2610,2611,0,week i've felt #confused #empowered #heabroken fix this? #orland #stopthehate via,week i've felt #confused #empowered #heabroken fix this? #orland #stopthehate via
2611,2611,2612,0,tomorrow first day back training up #canfeeltheburnalreadytbh,tomorrow first day back training up #canfeeltheburnalreadytbh
2612,2612,2613,0,#dog #fridayfelling #lifeisgood find dog walker bizziboo bizziboo,#dog #fridayfelling #lifeisgood find dog walker bizziboo bizziboo
2613,2613,2614,0,peace #mind makes us satisfied,peace #mind makes us satisfied
2614,2614,2615,0,friends #single #relationship like #as #fuck,friends #single #relationship like #as #fuck
2615,2615,2616,0,maybe clumsiness payoff #country #rock #bluegrass #funny #comedy #pop #romance,maybe clumsiness payoff #country #rock #bluegrass #funny #comedy #pop #romance
2616,2616,2617,0,"says ""believe me"" #veryrude","says ""believe me"" #veryrude"
2617,2617,2618,0,well looks like mamma going back work! got job @ lmh! #prn #erhereicome,well looks like mamma going back work! got job @ lmh! #prn #erhereicome
2618,2618,2619,0,thankful holiday sales #thankful #positive,thankful holiday sales #thankful #positive
2619,2619,2620,0,already pre-booked tickets nd viewing #warcraftmovie watching guild today!,already pre-booked tickets nd viewing #warcraftmovie watching guild today!
2620,2620,2621,0,defeat securities tell someone love #freedom,defeat securities tell someone love #freedom
2621,2621,2622,0,new #love song almost ready #song - #dream #love #aist- re mary ?#lyric- re innocent󾠣󾠣 #tuaa,new #love song almost ready #song - #dream #love #aist- re mary ?#lyric- re innocent󾠣󾠣 #tuaa
2622,2622,2623,0,#lighttherapy help #sad #depression? #altwaystoheal #healthy !!,#lighttherapy help #sad #depression? #altwaystoheal #healthy !!
2623,2623,2624,0,midday daddy blame# you?# kiss getting worried!!!!!awesone day awesome man,midday daddy blame# you?# kiss getting worried!!!!!awesone day awesome man
2624,2624,2625,0,sadwav #suga #kpop #bts #bangtanboys #edit #fmv #minyoongi #yoongi #babe #cute #au,sadwav #suga #kpop #bts #bangtanboys #edit #fmv #minyoongi #yoongi #babe #cute #au
2625,2625,2626,0,wear make holiday wrecked days activities posting natural self cause care,wear make holiday wrecked days activities posting natural self cause care
2626,2626,2627,0,mood 💁🏼🐚👑 #mood #crown #love #fashionforacause #femaleempowerment #femalemotivation…,mood :person_tipping_hand_medium-light_skin_tone::spiral_shell::crown: #mood #crown #love #fashionforacause #femaleempowerment #femalemotivation…
2627,2627,2628,0,alpha dog good flick #rip,alpha dog good flick #rip
2628,2628,2629,0,ready great day training mccormick today looking change management,ready great day training mccormick today looking change management
2629,2629,2630,1,#allahsoil revolution occurred―just marx expected … #teambts #teamsuperjunior…,#allahsoil revolution occurred―just marx expected … #teambts #teamsuperjunior…
2630,2630,2631,0,c'mon people smile brother ev'body get together try love one another right madworld,c'mon people smile brother ev'body get together try love one another right madworld
2631,2631,2632,0,peaked,peaked
2632,2632,2633,0,today festival outfit #edm #music #love #fashion #dj,today festival outfit #edm #music #love #fashion #dj
2633,2633,2634,0,↝ #china investment data causes concerns - dense #blog #silver #gold #forex,↝ #china investment data causes concerns - dense #blog #silver #gold #forex
2634,2634,2635,0,watch facebook page new competition posted afternoon!! #tgif #fridayfeeling,watch facebook page new competition posted afternoon!! #tgif #fridayfeeling
2635,2635,2636,1,dictionary word anti-black,dictionary word anti-black
2636,2636,2637,0,gang learned #zydeco #dance tonight chale pus it;== zydeco dance,gang learned #zydeco #dance tonight chale pus it;== zydeco dance
2637,2637,2638,0,hello #maggystylerd #rd #lifestyle #lifestyleblogger #likelike #likeforlike #aipo …,hello #maggystylerd #rd #lifestyle #lifestyleblogger #likelike #likeforlike #aipo …
2638,2638,2639,1,cut previously named twitter x mud #blackonblack #ris #antiblackness #dogwhistle #blacklivesmatter #hamzayusuf,cut previously named twitter x mud #blackonblack #ris #antiblackness #dogwhistle #blacklivesmatter #hamzayusuf
2639,2639,2640,0,such time 🙌🏻🍣🍸 #couple #bali #tantandinohappyday #holiday #beachwalk #moments #sushitei…,such time :raising_hands_light_skin_tone::sushi::cocktail_glass: #couple #bali #tantandinohappyday #holiday #beachwalk #moments #sushitei…
2640,2640,2641,0,favorite game recorcholis #despuesdeldealornodeal #weekend #tb #duck #yellow #arcade…,favorite game recorcholis #despuesdeldealornodeal #weekend #tb #duck #yellow #arcade…
2641,2641,2642,0,almost time head getting ready invasion,almost time head getting ready invasion
2642,2642,2643,0,leave e next tuesday many people want see cali! 😄,leave e next tuesday many people want see cali! :grinning_face_with_smiling_eyes:
2643,2643,2644,0,#dreams forgot sta coming true #nervous #dreamscometrue #future #dreamhardworkharder,#dreams forgot sta coming true #nervous #dreamscometrue #future #dreamhardworkharder
2644,2644,2645,1,donkey #zionazis proud murdering real palestinian septic children - that call #antisemtism,donkey #zionazis proud murdering real palestinian septic children - that call #antisemtism
2645,2645,2646,0,supposed get pack stop eating penza 😞 thoughts,supposed get pack stop eating penza :disappointed_face: thoughts
2646,2646,2647,0,give high five ✋🏾 #friday #dog #sweet #weekend #sta #wochenende #enjoy #smile #followme,give high five :raised_hand_medium-dark_skin_tone: #friday #dog #sweet #weekend #sta #wochenende #enjoy #smile #followme
2647,2647,2648,0,quick read training #selfdevelopmenttime #betteryourself #beanythingyouwanttobe #healthy,quick read training #selfdevelopmenttime #betteryourself #beanythingyouwanttobe #healthy
2648,2648,2649,0,good day today!!,good day today!!
2649,2649,2650,0,#opening cousin see view 🎉🎉celebration #blessed 🎉,#opening cousin see view :party_popper::party_popper:celebration #blessed :party_popper:
2650,2650,2651,0,way antwerp see girls #potd #girls friday #friday…,way antwerp see girls #potd #girls friday #friday…
2651,2651,2652,0,precisely #opendata book club,precisely #opendata book club
2652,2652,2653,0,thought bring back #funny #comedy anduknowit andyouknow (vine,thought bring back #funny #comedy anduknowit andyouknow (vine
2653,2653,2654,1,i'd posted flag log i'd called forced bake cake dancers elicit masses,i'd posted flag log i'd called forced bake cake dancers elicit masses
2654,2654,2655,0,first major spot championship win years #cleveland,first major spot championship win years #cleveland
2655,2655,2656,0,amorous #i_am #positive #affirmation,amorous #i_am #positive #affirmation
2656,2656,2657,0,right go respect passengers stop missing w or staff get service order!,right go respect passengers stop missing w or staff get service order!
2657,2657,2658,1,"help person comments ""i like drama line!"" like due of knew voting","help person comments ""i like drama line!"" like due of knew voting"
2658,2658,2659,0,months meet #sunny #sky #garden #magical #beautiful #love #memories…,months meet #sunny #sky #garden #magical #beautiful #love #memories…
2659,2659,2660,0,↝ #global picture steady sub-trend growth sub-target inflation - cab #blog #silver #gold #forex,↝ #global picture steady sub-trend growth sub-target inflation - cab #blog #silver #gold #forex
2660,2660,2661,0,#weekend #go far whatever #makes #you #we #here #take #care #your #laundry #call,#weekend #go far whatever #makes #you #we #here #take #care #your #laundry #call
2661,2661,2662,0,💕🍑love girls💕🍑 #bihday #yuiko#pay…,:two_hearts::peach:love girls:two_hearts::peach: #bihday #yuiko#pay…
2662,2662,2663,0,sam guards shilling garden loving warm evenings #fun…,sam guards shilling garden loving warm evenings #fun…
2663,2663,2664,0,game st quaer!,game st quaer!
2664,2664,2665,0,born third base thought hit triple,born third base thought hit triple
2665,2665,2666,0,#hotel monster stimulation want climb vast expanse mountains reached leakage cock want,#hotel monster stimulation want climb vast expanse mountains reached leakage cock want
2666,2666,2667,0,magnolia groomingtiny grooving🐶🐾,magnolia groomingtiny grooving:dog_face::paw_prints:
2667,2667,2668,0,maia! #fun #daughter #princess #toddler #maryland #silverspring #model,maia! #fun #daughter #princess #toddler #maryland #silverspring #model
2668,2668,2669,0,|she's pony tail make saturday| #livinglife #cabolife #throwback #oceanviews…,|she's pony tail make saturday| #livinglife #cabolife #throwback #oceanviews…
2669,2669,2670,0,st #juicing experience! #notsobad #healthyliving #eatclean #fitness #cooking #yummy #mamasgotanewtoy,st #juicing experience! #notsobad #healthyliving #eatclean #fitness #cooking #yummy #mamasgotanewtoy
2670,2670,2671,0,pew that's good hear! hedgehogs,pew that's good hear! hedgehogs
2671,2671,2672,0,use power mind #heal body! #altwaystoheal #healthy !!,use power mind #heal body! #altwaystoheal #healthy !!
